,Area Code (ISO3),Area,Item,Value
5435,KWT,Kuwait,Green garlic,13115.00841175653
5436,LBN,Lebanon,Green garlic,13324.708728379434
5437,LSO,Lesotho,Green garlic,112.6763955258093
5438,LBR,Liberia,Green garlic,183.49694760118544
5439,LTU,Lithuania,Green garlic,2109.544827728821
5440,LUX,Luxembourg,Green garlic,437.9068757046937
5441,MAC,Macau,Green garlic,1909.0355127067207
5442,MDG,Madagascar,Green garlic,2223.8228617387454
5443,MWI,Malawi,Green garlic,1147.6565656637172
5444,MYS,Malaysia,Green garlic,109777.26654707492
5445,MDV,Maldives,Green garlic,1074.9847707225545
5446,MLI,Mali,Green garlic,18197.267706322105
5447,MLT,Malta,Green garlic,1451.605449831542
5448,MHL,Marshall Islands,Green garlic,12.417281734328164
5449,MRT,Mauritania,Green garlic,1406.2478910060313
5450,MDA,Moldova,Green garlic,8049.016941439758
5451,MOZ,Mozambique,Green garlic,4532.907049268637
5452,MMR,Myanmar,Green garlic,207718.65576597187
5453,NAM,Namibia,Green garlic,274.9173626155757
5454,NPL,Nepal,Green garlic,84027.49568381211
5455,NLD,Netherlands,Green garlic,16115.838824226395
5456,NZL,New Zealand,Green garlic,4687.669429049221
5457,NER,Niger,Green garlic,11910.168977488018
5458,NGA,Nigeria,Green garlic,1917.5471525021303
5459,MKD,North Macedonia,Green garlic,4955.233047389422
5460,NOR,Norway,Green garlic,1701.9057323311374
5461,OMN,Oman,Green garlic,18465.68903691731
5462,PAK,Pakistan,Green garlic,192771.57621165048
5463,PSE,Palestine,Green garlic,1324.0572707523197
5464,PAN,Panama,Green garlic,4421.47453279797
5465,PNG,Papua New Guinea,Green garlic,715.656044756725
5466,PER,Peru,Green garlic,78889.2385836753
5467,PHL,Philippines,Green garlic,97992.9974547231
5468,POL,Poland,Green garlic,27300.766516226988
5469,PRT,Portugal,Green garlic,18116.436171783836
5470,QAT,Qatar,Green garlic,9140.51654681574
5471,ROU,Romania,Green garlic,41084.83589135447
5472,RUS,Russia,Green garlic,258160.20028362676
5473,RWA,Rwanda,Green garlic,0.0
5474,SAU,Saudi Arabia,Green garlic,57908.08805822765
5475,SEN,Senegal,Green garlic,21290.3061509366
5476,SRB,Serbia,Green garlic,3729.5192797310574
5477,SYC,Seychelles,Green garlic,262.0384450998122
5478,SLE,Sierra Leone,Green garlic,133.36766400347992
5479,SGP,Singapore,Green garlic,15443.686772668156
5480,SVK,Slovakia,Green garlic,2666.781561370204
5481,SVN,Slovenia,Green garlic,656.4780269148446
5482,SOM,Somalia,Green garlic,3794.55680172612
5483,ZAF,South Africa,Green garlic,4128.725880309483
5484,KOR,South Korea,Green garlic,375444.2014245632
5485,SSD,South Sudan,Green garlic,1912.655713850546
5486,ESP,Spain,Green garlic,89445.98359246823
5487,LKA,Sri Lanka,Green garlic,36192.355753723656
5488,SDN,Sudan,Green garlic,38831.05692357589
5489,SUR,Suriname,Green garlic,1926.9477414203425
5490,SWE,Sweden,Green garlic,4282.794559621642
5491,CHE,Switzerland,Green garlic,3954.4062395070014
5492,SYR,Syria,Green garlic,53122.18948714273
5493,TWN,Taiwan,Green garlic,81133.59778525672
5494,TZA,Tanzania,Green garlic,6682.426534159573
5495,THA,Thailand,Green garlic,171963.388180069
5496,TGO,Togo,Green garlic,1385.2774353364578
5497,TTO,Trinidad and Tobago,Green garlic,4039.527336983733
5498,TUR,Türkiye,Green garlic,52787.50127310214
5499,UGA,Uganda,Green garlic,1381.0314811080918
5500,UKR,Ukraine,Green garlic,220586.67992009185
5501,ARE,United Arab Emirates,Green garlic,23359.26858576706
5502,GBR,United Kingdom,Green garlic,30092.897418241817
5503,USA,United States,Green garlic,263731.9163365324
5504,VNM,Vietnam,Green garlic,251499.9269102026
5505,YEM,Yemen,Green garlic,27246.42145523065
5506,ZMB,Zambia,Green garlic,173.02551034022952
5507,ZWE,Zimbabwe,Green garlic,239.3971500200103
5508,BEN,Benin,Green garlic,289.6394597386841
5509,FRO,Faroe Islands,Green garlic,13.514621831961325
5510,GAB,Gabon,Green garlic,2008.9760710293824
5511,ISL,Iceland,Green garlic,118.66587036045884
5512,ALB,Albania,Green garlic,22406.02478570474
5513,ARM,Armenia,Green garlic,8956.869523321531
5514,BGD,Bangladesh,Green garlic,588164.1554146071
5515,BOL,Bolivia,Green garlic,2516.703141928745
5516,BRA,Brazil,Green garlic,354497.1622843406
5517,KHM,Cambodia,Green garlic,59.10943886224675
5518,CHL,Chile,Green garlic,21388.706939234
5519,COM,Comoros,Green garlic,632.5792718652319
5520,COG,Congo Republic,Green garlic,1568.9385735509843
5521,DJI,Djibouti,Green garlic,889.3647000429048
5522,ECU,Ecuador,Green garlic,21508.45907203859
5523,SLV,El Salvador,Green garlic,2375.5366567435726
5524,ERI,Eritrea,Green garlic,0.0
5525,ETH,Ethiopia,Green garlic,115023.78557238304
5526,GMB,Gambia,Green garlic,967.4985490121496
5527,KAZ,Kazakhstan,Green garlic,52109.104320115264
5528,LVA,Latvia,Green garlic,2277.9673464347097
5529,LBY,Libya,Green garlic,5299.274404926407
5530,MUS,Mauritius,Green garlic,2238.6057442541687
5531,MEX,Mexico,Green garlic,90746.457349695
5532,MNG,Mongolia,Green garlic,1790.076501548731
5533,MNE,Montenegro,Green garlic,1254.0265150311016
5534,MAR,Morocco,Green garlic,26826.41534200676
5535,NCL,New Caledonia,Green garlic,244.965765432838
5536,STP,Sao Tome and Principe,Green garlic,205.61648818005136
5537,TJK,Tajikistan,Green garlic,17907.209024208936
5538,TUN,Tunisia,Green garlic,42177.167923081885
5539,UZB,Uzbekistan,Green garlic,226939.43550258
5540,KGZ,Kyrgyz Republic,Green garlic,70744.00246713636
5541,PRY,Paraguay,Green garlic,5997.766057417532
5542,BLZ,Belize,Green garlic,1264.566547124879
5543,COK,Cook Islands,Green garlic,15.10804101540828
5544,CRI,Costa Rica,Green garlic,4134.246739234418
5545,DMA,Dominica,Green garlic,29.535626595075197
5546,PYF,French Polynesia,Green garlic,344.50640042075986
5547,GRD,Grenada,Green garlic,130.85470487716535
5548,HND,Honduras,Green garlic,2789.817935474848
5549,KIR,Kiribati,Green garlic,11.407453553786212
5550,LAO,Laos,Green garlic,2651.1373336328825
5551,FSM,"Micronesia, Fed. Sts.",Green garlic,0.0
5552,NRU,Nauru,Green garlic,3.728081990675536
5553,NIC,Nicaragua,Green garlic,2210.3282286399326
5554,NIU,Niue,Green garlic,0.9383834216182032
5555,PRK,North Korea,Green garlic,77635.04955093333
5556,SLB,Solomon Islands,Green garlic,55.616579813842186
5557,KNA,St. Kitts and Nevis,Green garlic,1.3078387357058348
5558,LCA,St. Lucia,Green garlic,8.395062052679506
5559,VCT,St. Vincent and the Grenadines,Green garlic,245.0485013834127
5560,TLS,Timor-Leste,Green garlic,1298.668635032045
5561,TON,Tonga,Green garlic,52.848035623561465
5562,TKM,Turkmenistan,Green garlic,3272.9759330673937
5563,TUV,Tuvalu,Green garlic,10.768201071529065
5564,URY,Uruguay,Green garlic,1477.0515887984718
5565,VUT,Vanuatu,Green garlic,58.64684647797848
5566,VEN,Venezuela,Green garlic,13965.158327262829
5567,BDI,Burundi,Green garlic,55.01946153811378
5568,TCD,Chad,Green garlic,0.0
5569,WSM,Samoa,Green garlic,112.64719704150367
5570,TKL,Tokelau,Green garlic,0.0
5571,PRI,Puerto Rico,Green garlic,0.0
5572,AFG,Afghanistan,Other sugar crops n.e.c.,0.0
5573,DZA,Algeria,Other sugar crops n.e.c.,0.0
5574,AGO,Angola,Other sugar crops n.e.c.,0.0
5575,ATG,Antigua and Barbuda,Other sugar crops n.e.c.,0.0
5576,ARG,Argentina,Other sugar crops n.e.c.,0.0
5577,AUS,Australia,Other sugar crops n.e.c.,0.0
5578,AUT,Austria,Other sugar crops n.e.c.,0.0
5579,AZE,Azerbaijan,Other sugar crops n.e.c.,0.0
5580,BHS,Bahamas,Other sugar crops n.e.c.,0.0
5581,BHR,Bahrain,Other sugar crops n.e.c.,0.0
5582,BRB,Barbados,Other sugar crops n.e.c.,0.0
5583,BLR,Belarus,Other sugar crops n.e.c.,0.0
5584,BEL,Belgium,Other sugar crops n.e.c.,0.0
5585,BTN,Bhutan,Other sugar crops n.e.c.,0.0
5586,BIH,Bosnia and Herzegovina,Other sugar crops n.e.c.,0.0
5587,BWA,Botswana,Other sugar crops n.e.c.,0.0
5588,BRN,Brunei Darussalam,Other sugar crops n.e.c.,0.0
5589,BGR,Bulgaria,Other sugar crops n.e.c.,0.0
5590,BFA,Burkina Faso,Other sugar crops n.e.c.,0.0
5591,CPV,Cabo Verde,Other sugar crops n.e.c.,0.0
5592,CMR,Cameroon,Other sugar crops n.e.c.,0.0
5593,CAN,Canada,Other sugar crops n.e.c.,0.0
5594,CAF,Central African Republic,Other sugar crops n.e.c.,0.0
5595,CHN,China,Other sugar crops n.e.c.,60.19999999999999
5596,COL,Colombia,Other sugar crops n.e.c.,0.0
5597,CIV,Cote d'Ivoire,Other sugar crops n.e.c.,0.0
5598,HRV,Croatia,Other sugar crops n.e.c.,0.0
5599,CUB,Cuba,Other sugar crops n.e.c.,0.0
5600,CYP,Cyprus,Other sugar crops n.e.c.,0.0
5601,CZE,Czechia,Other sugar crops n.e.c.,0.0
5602,COD,DR Congo,Other sugar crops n.e.c.,0.0
5603,DNK,Denmark,Other sugar crops n.e.c.,0.0
5604,DOM,Dominican Republic,Other sugar crops n.e.c.,0.0
5605,EGY,Egypt,Other sugar crops n.e.c.,0.0
5606,GNQ,Equatorial Guinea,Other sugar crops n.e.c.,0.0
5607,EST,Estonia,Other sugar crops n.e.c.,0.0
5608,SWZ,Eswatini,Other sugar crops n.e.c.,0.0
5609,FJI,Fiji,Other sugar crops n.e.c.,0.0
5610,FIN,Finland,Other sugar crops n.e.c.,0.0
5611,FRA,France,Other sugar crops n.e.c.,0.0
5612,GEO,Georgia,Other sugar crops n.e.c.,0.0
5613,DEU,Germany,Other sugar crops n.e.c.,0.0
5614,GHA,Ghana,Other sugar crops n.e.c.,0.0
5615,GRC,Greece,Other sugar crops n.e.c.,0.0
5616,GTM,Guatemala,Other sugar crops n.e.c.,0.0
5617,GIN,Guinea,Other sugar crops n.e.c.,0.0
5618,GNB,Guinea-Bissau,Other sugar crops n.e.c.,0.0
5619,GUY,Guyana,Other sugar crops n.e.c.,0.0
5620,HTI,Haiti,Other sugar crops n.e.c.,0.0
5621,HKG,Hong Kong,Other sugar crops n.e.c.,0.0
5622,HUN,Hungary,Other sugar crops n.e.c.,0.0
5623,IND,India,Other sugar crops n.e.c.,0.0
5624,IDN,Indonesia,Other sugar crops n.e.c.,204976.96
5625,IRN,Iran,Other sugar crops n.e.c.,0.0
5626,IRQ,Iraq,Other sugar crops n.e.c.,0.0
5627,IRL,Ireland,Other sugar crops n.e.c.,0.0
5628,ISR,Israel,Other sugar crops n.e.c.,0.0
5629,ITA,Italy,Other sugar crops n.e.c.,0.0
5630,JAM,Jamaica,Other sugar crops n.e.c.,0.0
5631,JPN,Japan,Other sugar crops n.e.c.,15.519999999999998
5632,JOR,Jordan,Other sugar crops n.e.c.,0.0
5633,KEN,Kenya,Other sugar crops n.e.c.,0.0
5634,KWT,Kuwait,Other sugar crops n.e.c.,0.0
5635,LBN,Lebanon,Other sugar crops n.e.c.,0.0
5636,LSO,Lesotho,Other sugar crops n.e.c.,0.0
5637,LBR,Liberia,Other sugar crops n.e.c.,0.0
5638,LTU,Lithuania,Other sugar crops n.e.c.,0.0
5639,LUX,Luxembourg,Other sugar crops n.e.c.,0.0
5640,MAC,Macau,Other sugar crops n.e.c.,0.0
5641,MDG,Madagascar,Other sugar crops n.e.c.,0.0
5642,MWI,Malawi,Other sugar crops n.e.c.,0.0
5643,MYS,Malaysia,Other sugar crops n.e.c.,0.0
5644,MDV,Maldives,Other sugar crops n.e.c.,0.0
5645,MLI,Mali,Other sugar crops n.e.c.,0.0
5646,MLT,Malta,Other sugar crops n.e.c.,0.0
5647,MHL,Marshall Islands,Other sugar crops n.e.c.,0.0
5648,MRT,Mauritania,Other sugar crops n.e.c.,0.0
5649,MDA,Moldova,Other sugar crops n.e.c.,0.0
5650,MOZ,Mozambique,Other sugar crops n.e.c.,0.0
5651,MMR,Myanmar,Other sugar crops n.e.c.,451199.47
5652,NAM,Namibia,Other sugar crops n.e.c.,0.0
5653,NPL,Nepal,Other sugar crops n.e.c.,0.0
5654,NLD,Netherlands,Other sugar crops n.e.c.,0.0
5655,NZL,New Zealand,Other sugar crops n.e.c.,0.0
5656,NER,Niger,Other sugar crops n.e.c.,0.0
5657,NGA,Nigeria,Other sugar crops n.e.c.,0.0
5658,MKD,North Macedonia,Other sugar crops n.e.c.,0.0
5659,NOR,Norway,Other sugar crops n.e.c.,0.0
5660,OMN,Oman,Other sugar crops n.e.c.,0.0
5661,PAK,Pakistan,Other sugar crops n.e.c.,0.0
5662,PSE,Palestine,Other sugar crops n.e.c.,0.0
5663,PAN,Panama,Other sugar crops n.e.c.,0.0
5664,PNG,Papua New Guinea,Other sugar crops n.e.c.,0.0
5665,PER,Peru,Other sugar crops n.e.c.,0.0
5666,PHL,Philippines,Other sugar crops n.e.c.,0.0
5667,POL,Poland,Other sugar crops n.e.c.,0.0
5668,PRT,Portugal,Other sugar crops n.e.c.,0.0
5669,QAT,Qatar,Other sugar crops n.e.c.,0.0
5670,ROU,Romania,Other sugar crops n.e.c.,0.0
5671,RUS,Russia,Other sugar crops n.e.c.,0.0
5672,RWA,Rwanda,Other sugar crops n.e.c.,0.0
5673,SAU,Saudi Arabia,Other sugar crops n.e.c.,0.0
5674,SEN,Senegal,Other sugar crops n.e.c.,0.0
5675,SRB,Serbia,Other sugar crops n.e.c.,0.0
5676,SYC,Seychelles,Other sugar crops n.e.c.,0.0
5677,SLE,Sierra Leone,Other sugar crops n.e.c.,0.0
5678,SGP,Singapore,Other sugar crops n.e.c.,0.0
5679,SVK,Slovakia,Other sugar crops n.e.c.,0.0
5680,SVN,Slovenia,Other sugar crops n.e.c.,0.0
5681,SOM,Somalia,Other sugar crops n.e.c.,0.0
5682,ZAF,South Africa,Other sugar crops n.e.c.,0.0
5683,KOR,South Korea,Other sugar crops n.e.c.,12.34
5684,SSD,South Sudan,Other sugar crops n.e.c.,0.0
5685,ESP,Spain,Other sugar crops n.e.c.,0.0
5686,LKA,Sri Lanka,Other sugar crops n.e.c.,0.0
5687,SDN,Sudan,Other sugar crops n.e.c.,0.0
5688,SUR,Suriname,Other sugar crops n.e.c.,0.0
5689,SWE,Sweden,Other sugar crops n.e.c.,0.0
5690,CHE,Switzerland,Other sugar crops n.e.c.,0.0
5691,SYR,Syria,Other sugar crops n.e.c.,0.0
5692,TWN,Taiwan,Other sugar crops n.e.c.,0.0
5693,TZA,Tanzania,Other sugar crops n.e.c.,0.0
5694,THA,Thailand,Other sugar crops n.e.c.,1254.95
5695,TGO,Togo,Other sugar crops n.e.c.,0.0
5696,TTO,Trinidad and Tobago,Other sugar crops n.e.c.,0.0
5697,TUR,Türkiye,Other sugar crops n.e.c.,0.0
5698,UGA,Uganda,Other sugar crops n.e.c.,0.0
5699,UKR,Ukraine,Other sugar crops n.e.c.,0.0
5700,ARE,United Arab Emirates,Other sugar crops n.e.c.,0.0
5701,GBR,United Kingdom,Other sugar crops n.e.c.,0.0
5702,USA,United States,Other sugar crops n.e.c.,0.0
5703,VNM,Vietnam,Other sugar crops n.e.c.,0.0
5704,YEM,Yemen,Other sugar crops n.e.c.,0.0
5705,ZMB,Zambia,Other sugar crops n.e.c.,0.0
5706,ZWE,Zimbabwe,Other sugar crops n.e.c.,0.0
5707,BEN,Benin,Other sugar crops n.e.c.,0.0
5708,FRO,Faroe Islands,Other sugar crops n.e.c.,0.0
5709,GAB,Gabon,Other sugar crops n.e.c.,0.0
5710,ISL,Iceland,Other sugar crops n.e.c.,0.0
5711,ALB,Albania,Other sugar crops n.e.c.,0.0
5712,ARM,Armenia,Other sugar crops n.e.c.,0.0
5713,BGD,Bangladesh,Other sugar crops n.e.c.,198914.0
5714,BOL,Bolivia,Other sugar crops n.e.c.,0.0
5715,BRA,Brazil,Other sugar crops n.e.c.,0.0
5716,KHM,Cambodia,Other sugar crops n.e.c.,0.0
5717,CHL,Chile,Other sugar crops n.e.c.,0.0
5718,COM,Comoros,Other sugar crops n.e.c.,0.0
5719,COG,Congo Republic,Other sugar crops n.e.c.,0.0
5720,DJI,Djibouti,Other sugar crops n.e.c.,0.0
5721,ECU,Ecuador,Other sugar crops n.e.c.,0.0
5722,SLV,El Salvador,Other sugar crops n.e.c.,0.0
5723,ERI,Eritrea,Other sugar crops n.e.c.,0.0
5724,ETH,Ethiopia,Other sugar crops n.e.c.,0.0
5725,GMB,Gambia,Other sugar crops n.e.c.,0.0
5726,KAZ,Kazakhstan,Other sugar crops n.e.c.,0.0
5727,LVA,Latvia,Other sugar crops n.e.c.,0.0
5728,LBY,Libya,Other sugar crops n.e.c.,0.0
5729,MUS,Mauritius,Other sugar crops n.e.c.,0.0
5730,MEX,Mexico,Other sugar crops n.e.c.,0.0
5731,MNG,Mongolia,Other sugar crops n.e.c.,0.0
5732,MNE,Montenegro,Other sugar crops n.e.c.,0.0
5733,MAR,Morocco,Other sugar crops n.e.c.,0.0
5734,NCL,New Caledonia,Other sugar crops n.e.c.,0.0
5735,STP,Sao Tome and Principe,Other sugar crops n.e.c.,0.0
5736,TJK,Tajikistan,Other sugar crops n.e.c.,0.0
5737,TUN,Tunisia,Other sugar crops n.e.c.,0.0
5738,UZB,Uzbekistan,Other sugar crops n.e.c.,0.0
5739,KGZ,Kyrgyz Republic,Other sugar crops n.e.c.,0.0
5740,PRY,Paraguay,Other sugar crops n.e.c.,0.0
5741,BLZ,Belize,Other sugar crops n.e.c.,0.0
5742,COK,Cook Islands,Other sugar crops n.e.c.,0.0
5743,CRI,Costa Rica,Other sugar crops n.e.c.,0.0
5744,DMA,Dominica,Other sugar crops n.e.c.,0.0
5745,PYF,French Polynesia,Other sugar crops n.e.c.,0.0
5746,GRD,Grenada,Other sugar crops n.e.c.,0.0
5747,HND,Honduras,Other sugar crops n.e.c.,0.0
5748,KIR,Kiribati,Other sugar crops n.e.c.,0.0
5749,LAO,Laos,Other sugar crops n.e.c.,0.0
5750,FSM,"Micronesia, Fed. Sts.",Other sugar crops n.e.c.,0.0
5751,NRU,Nauru,Other sugar crops n.e.c.,0.0
5752,NIC,Nicaragua,Other sugar crops n.e.c.,0.0
5753,NIU,Niue,Other sugar crops n.e.c.,0.0
5754,PRK,North Korea,Other sugar crops n.e.c.,0.0
5755,SLB,Solomon Islands,Other sugar crops n.e.c.,0.0
5756,KNA,St. Kitts and Nevis,Other sugar crops n.e.c.,0.0
5757,LCA,St. Lucia,Other sugar crops n.e.c.,0.0
5758,VCT,St. Vincent and the Grenadines,Other sugar crops n.e.c.,0.0
5759,TLS,Timor-Leste,Other sugar crops n.e.c.,0.0
5760,TON,Tonga,Other sugar crops n.e.c.,0.0
5761,TKM,Turkmenistan,Other sugar crops n.e.c.,0.0
5762,TUV,Tuvalu,Other sugar crops n.e.c.,0.0
5763,URY,Uruguay,Other sugar crops n.e.c.,0.0
5764,VUT,Vanuatu,Other sugar crops n.e.c.,0.0
5765,VEN,Venezuela,Other sugar crops n.e.c.,0.0
5766,BDI,Burundi,Other sugar crops n.e.c.,0.0
5767,TCD,Chad,Other sugar crops n.e.c.,0.0
5768,WSM,Samoa,Other sugar crops n.e.c.,0.0
5769,TKL,Tokelau,Other sugar crops n.e.c.,0.0
5770,PRI,Puerto Rico,Other sugar crops n.e.c.,0.0
5771,AFG,Afghanistan,Oil of sesame seed,2350.578068595108
5772,DZA,Algeria,Oil of sesame seed,0.5255218456822475
5773,AGO,Angola,Oil of sesame seed,4.806291578435739
5774,ATG,Antigua and Barbuda,Oil of sesame seed,1.6072967267722484
5775,ARG,Argentina,Oil of sesame seed,50.368033177628064
5776,AUS,Australia,Oil of sesame seed,4840.988515724746
5777,AUT,Austria,Oil of sesame seed,329.86731773122455
5778,AZE,Azerbaijan,Oil of sesame seed,7.104837025357565
5779,BHS,Bahamas,Oil of sesame seed,0.9464856053417912
5780,BHR,Bahrain,Oil of sesame seed,75.95185226322036
5781,BRB,Barbados,Oil of sesame seed,0.695408558296667
5782,BLR,Belarus,Oil of sesame seed,3.0877167611167886
5783,BEL,Belgium,Oil of sesame seed,772.3136903121876
5784,BTN,Bhutan,Oil of sesame seed,3.596293146995023
5785,BIH,Bosnia and Herzegovina,Oil of sesame seed,2.3074512497835924
5786,BWA,Botswana,Oil of sesame seed,4.78635297356869
5787,BRN,Brunei Darussalam,Oil of sesame seed,44.6978370048632
5788,BGR,Bulgaria,Oil of sesame seed,0.0
5789,BFA,Burkina Faso,Oil of sesame seed,388.46536723508825
5790,CPV,Cabo Verde,Oil of sesame seed,0.4962495197441233
5791,CMR,Cameroon,Oil of sesame seed,2.638368500566847
5792,CAN,Canada,Oil of sesame seed,5603.180366789102
5793,CAF,Central African Republic,Oil of sesame seed,1839.786506940624
5794,CHN,China,Oil of sesame seed,283482.06258365297
5795,COL,Colombia,Oil of sesame seed,121.96757354334656
5796,CIV,Cote d'Ivoire,Oil of sesame seed,18.60608025318142
5797,HRV,Croatia,Oil of sesame seed,17.96928713151998
5798,CUB,Cuba,Oil of sesame seed,2.8481889238779554
5799,CYP,Cyprus,Oil of sesame seed,111.94803219238187
5800,CZE,Czechia,Oil of sesame seed,375.4437994908458
5801,COD,DR Congo,Oil of sesame seed,1.6253981777936253
5802,DNK,Denmark,Oil of sesame seed,1355.9455762567288
5803,DOM,Dominican Republic,Oil of sesame seed,3.537705623168121
5804,EGY,Egypt,Oil of sesame seed,36.86750833278827
5805,GNQ,Equatorial Guinea,Oil of sesame seed,0.0299701286573007
5806,EST,Estonia,Oil of sesame seed,38.026959306165104
5807,SWZ,Eswatini,Oil of sesame seed,26.07594862458568
5808,FJI,Fiji,Oil of sesame seed,0.7972178363963842
5809,FIN,Finland,Oil of sesame seed,144.4583965286359
5810,FRA,France,Oil of sesame seed,6776.176271249261
5811,GEO,Georgia,Oil of sesame seed,3.926277697392656
5812,DEU,Germany,Oil of sesame seed,13495.220360145431
5813,GHA,Ghana,Oil of sesame seed,6.5644663557258776
5814,GRC,Greece,Oil of sesame seed,5362.289609742902
5815,GTM,Guatemala,Oil of sesame seed,1657.0978339487638
5816,GIN,Guinea,Oil of sesame seed,6.945801489752611
5817,GNB,Guinea-Bissau,Oil of sesame seed,0.0
5818,GUY,Guyana,Oil of sesame seed,0.0
5819,HTI,Haiti,Oil of sesame seed,0.0074009016572884
5820,HKG,Hong Kong,Oil of sesame seed,1188.3037156436542
5821,HUN,Hungary,Oil of sesame seed,106.61588580951756
5822,IND,India,Oil of sesame seed,80052.878608621
5823,IDN,Indonesia,Oil of sesame seed,1210.9057797064352
5824,IRN,Iran,Oil of sesame seed,18470.373896567453
5825,IRQ,Iraq,Oil of sesame seed,711.0771431174577
5826,IRL,Ireland,Oil of sesame seed,209.22948192129883
5827,ISR,Israel,Oil of sesame seed,253.89996037318687
5828,ITA,Italy,Oil of sesame seed,3645.283465771084
5829,JAM,Jamaica,Oil of sesame seed,0.1078481170953558
5830,JPN,Japan,Oil of sesame seed,48575.42232628735
5831,JOR,Jordan,Oil of sesame seed,6601.167599614699
